,period,respondent,respondent-name,fueltype,type-name,timezone,timezone-description,Generation (MWh),value-units,timestamp
458,2023-10-15,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,26793,megawatthours,2023-10-15
459,2023-10-15,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1448,megawatthours,2023-10-15
460,2023-10-14,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1212,megawatthours,2023-10-14
461,2023-10-14,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,25533,megawatthours,2023-10-14
462,2023-10-14,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,345,megawatthours,2023-10-14
463,2023-10-14,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,9528,megawatthours,2023-10-14
464,2023-10-13,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1277,megawatthours,2023-10-13
465,2023-10-13,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,381,megawatthours,2023-10-13
466,2023-10-13,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,27295,megawatthours,2023-10-13
467,2023-10-13,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,10132,megawatthours,2023-10-13
468,2023-10-12,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,375,megawatthours,2023-10-12
469,2023-10-12,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,24273,megawatthours,2023-10-12
470,2023-10-12,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,9191,megawatthours,2023-10-12
471,2023-10-12,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1570,megawatthours,2023-10-12
472,2023-10-11,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,9004,megawatthours,2023-10-11
473,2023-10-11,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,350,megawatthours,2023-10-11
474,2023-10-11,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1478,megawatthours,2023-10-11
475,2023-10-11,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,21365,megawatthours,2023-10-11
476,2023-10-10,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,381,megawatthours,2023-10-10
477,2023-10-10,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1034,megawatthours,2023-10-10
478,2023-10-10,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,8959,megawatthours,2023-10-10
479,2023-10-10,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,21690,megawatthours,2023-10-10
480,2023-10-09,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,844,megawatthours,2023-10-09
481,2023-10-09,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,24253,megawatthours,2023-10-09
482,2023-10-09,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,377,megawatthours,2023-10-09
483,2023-10-09,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,10049,megawatthours,2023-10-09
484,2023-10-08,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1537,megawatthours,2023-10-08
485,2023-10-08,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,11669,megawatthours,2023-10-08
486,2023-10-08,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,25572,megawatthours,2023-10-08
487,2023-10-08,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,376,megawatthours,2023-10-08
488,2023-10-07,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,11379,megawatthours,2023-10-07
489,2023-10-07,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1549,megawatthours,2023-10-07
490,2023-10-07,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,29254,megawatthours,2023-10-07
491,2023-10-07,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,380,megawatthours,2023-10-07
492,2023-10-06,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,353,megawatthours,2023-10-06
493,2023-10-06,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,13075,megawatthours,2023-10-06
494,2023-10-06,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,31426,megawatthours,2023-10-06
495,2023-10-06,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1587,megawatthours,2023-10-06
496,2023-10-05,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,11165,megawatthours,2023-10-05
497,2023-10-05,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,371,megawatthours,2023-10-05
498,2023-10-05,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,30819,megawatthours,2023-10-05
499,2023-10-05,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1663,megawatthours,2023-10-05
500,2023-10-04,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1635,megawatthours,2023-10-04
501,2023-10-04,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,10725,megawatthours,2023-10-04
502,2023-10-04,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,372,megawatthours,2023-10-04
503,2023-10-04,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,24132,megawatthours,2023-10-04
504,2023-10-03,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1700,megawatthours,2023-10-03
505,2023-10-03,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,24472,megawatthours,2023-10-03
506,2023-10-03,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,382,megawatthours,2023-10-03
507,2023-10-03,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,10945,megawatthours,2023-10-03
508,2023-10-02,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,380,megawatthours,2023-10-02
509,2023-10-02,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,10132,megawatthours,2023-10-02
510,2023-10-02,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,19927,megawatthours,2023-10-02
511,2023-10-02,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1730,megawatthours,2023-10-02
512,2023-10-01,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1462,megawatthours,2023-10-01
513,2023-10-01,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,376,megawatthours,2023-10-01
514,2023-10-01,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,21630,megawatthours,2023-10-01
515,2023-10-01,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,12176,megawatthours,2023-10-01
516,2023-09-30,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,20889,megawatthours,2023-09-30
517,2023-09-30,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,14606,megawatthours,2023-09-30
518,2023-09-30,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,383,megawatthours,2023-09-30
519,2023-09-30,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,871,megawatthours,2023-09-30
520,2023-09-29,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,14389,megawatthours,2023-09-29
521,2023-09-29,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1381,megawatthours,2023-09-29
522,2023-09-29,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,20762,megawatthours,2023-09-29
523,2023-09-29,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,377,megawatthours,2023-09-29
524,2023-09-28,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,381,megawatthours,2023-09-28
525,2023-09-28,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,14488,megawatthours,2023-09-28
526,2023-09-28,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1733,megawatthours,2023-09-28
527,2023-09-28,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,18858,megawatthours,2023-09-28
528,2023-09-27,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,349,megawatthours,2023-09-27
529,2023-09-27,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,20213,megawatthours,2023-09-27
530,2023-09-27,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1774,megawatthours,2023-09-27
531,2023-09-27,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,14376,megawatthours,2023-09-27
532,2023-09-26,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,383,megawatthours,2023-09-26
533,2023-09-26,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,15537,megawatthours,2023-09-26
534,2023-09-26,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,15382,megawatthours,2023-09-26
535,2023-09-26,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1615,megawatthours,2023-09-26
536,2023-09-25,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,384,megawatthours,2023-09-25
537,2023-09-25,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1767,megawatthours,2023-09-25
538,2023-09-25,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,19250,megawatthours,2023-09-25
539,2023-09-25,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,15979,megawatthours,2023-09-25
540,2023-09-24,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,20283,megawatthours,2023-09-24
541,2023-09-24,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,16790,megawatthours,2023-09-24
542,2023-09-24,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,384,megawatthours,2023-09-24
543,2023-09-24,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1801,megawatthours,2023-09-24
544,2023-09-23,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,20159,megawatthours,2023-09-23
545,2023-09-23,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1795,megawatthours,2023-09-23
546,2023-09-23,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,387,megawatthours,2023-09-23
547,2023-09-23,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,15876,megawatthours,2023-09-23
548,2023-09-22,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,21975,megawatthours,2023-09-22
549,2023-09-22,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1738,megawatthours,2023-09-22
550,2023-09-22,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,386,megawatthours,2023-09-22
551,2023-09-22,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,17171,megawatthours,2023-09-22
552,2023-09-21,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,17753,megawatthours,2023-09-21
553,2023-09-21,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,384,megawatthours,2023-09-21
554,2023-09-21,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,24127,megawatthours,2023-09-21
555,2023-09-21,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1754,megawatthours,2023-09-21
556,2023-09-20,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1698,megawatthours,2023-09-20
557,2023-09-20,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,17868,megawatthours,2023-09-20
558,2023-09-20,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,376,megawatthours,2023-09-20
559,2023-09-20,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,23557,megawatthours,2023-09-20
560,2023-09-19,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,387,megawatthours,2023-09-19
561,2023-09-19,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1692,megawatthours,2023-09-19
562,2023-09-19,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,22823,megawatthours,2023-09-19
563,2023-09-19,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,18828,megawatthours,2023-09-19
564,2023-09-18,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,17394,megawatthours,2023-09-18
565,2023-09-18,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,20420,megawatthours,2023-09-18
566,2023-09-18,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,384,megawatthours,2023-09-18
567,2023-09-18,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1735,megawatthours,2023-09-18
568,2023-09-17,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,16591,megawatthours,2023-09-17
569,2023-09-17,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,20736,megawatthours,2023-09-17
570,2023-09-17,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,378,megawatthours,2023-09-17
571,2023-09-17,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1915,megawatthours,2023-09-17
572,2023-09-16,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,26572,megawatthours,2023-09-16
573,2023-09-16,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,16977,megawatthours,2023-09-16
574,2023-09-16,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1819,megawatthours,2023-09-16
575,2023-09-16,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,387,megawatthours,2023-09-16
576,2023-09-15,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,17122,megawatthours,2023-09-15
577,2023-09-15,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,384,megawatthours,2023-09-15
578,2023-09-15,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1701,megawatthours,2023-09-15
579,2023-09-15,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,32911,megawatthours,2023-09-15
580,2023-09-14,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,387,megawatthours,2023-09-14
581,2023-09-14,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,17582,megawatthours,2023-09-14
582,2023-09-14,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,32761,megawatthours,2023-09-14
583,2023-09-14,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1649,megawatthours,2023-09-14
584,2023-09-13,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,17034,megawatthours,2023-09-13
585,2023-09-13,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,27123,megawatthours,2023-09-13
586,2023-09-13,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1899,megawatthours,2023-09-13
587,2023-09-13,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,387,megawatthours,2023-09-13
588,2023-09-12,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,15716,megawatthours,2023-09-12
589,2023-09-12,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1954,megawatthours,2023-09-12
590,2023-09-12,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,370,megawatthours,2023-09-12
591,2023-09-12,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,25903,megawatthours,2023-09-12
592,2023-09-11,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,361,megawatthours,2023-09-11
593,2023-09-11,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2102,megawatthours,2023-09-11
594,2023-09-11,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,16021,megawatthours,2023-09-11
595,2023-09-11,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,29778,megawatthours,2023-09-11
596,2023-09-10,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,16048,megawatthours,2023-09-10
597,2023-09-10,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2141,megawatthours,2023-09-10
598,2023-09-10,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,376,megawatthours,2023-09-10
599,2023-09-10,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,30736,megawatthours,2023-09-10
600,2023-09-09,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,30845,megawatthours,2023-09-09
601,2023-09-09,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,17487,megawatthours,2023-09-09
602,2023-09-09,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1858,megawatthours,2023-09-09
603,2023-09-09,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,380,megawatthours,2023-09-09
604,2023-09-08,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,377,megawatthours,2023-09-08
605,2023-09-08,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,16416,megawatthours,2023-09-08
606,2023-09-08,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,31830,megawatthours,2023-09-08
607,2023-09-08,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2032,megawatthours,2023-09-08
608,2023-09-07,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,376,megawatthours,2023-09-07
609,2023-09-07,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,28539,megawatthours,2023-09-07
610,2023-09-07,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2132,megawatthours,2023-09-07
611,2023-09-07,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,15913,megawatthours,2023-09-07
612,2023-09-06,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,25660,megawatthours,2023-09-06
613,2023-09-06,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,373,megawatthours,2023-09-06
614,2023-09-06,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,15932,megawatthours,2023-09-06
615,2023-09-06,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2044,megawatthours,2023-09-06
616,2023-09-05,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,28780,megawatthours,2023-09-05
617,2023-09-05,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,18124,megawatthours,2023-09-05
618,2023-09-05,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,352,megawatthours,2023-09-05
619,2023-09-05,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2060,megawatthours,2023-09-05
620,2023-09-04,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,20547,megawatthours,2023-09-04
621,2023-09-04,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2091,megawatthours,2023-09-04
622,2023-09-04,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,17282,megawatthours,2023-09-04
623,2023-09-04,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,355,megawatthours,2023-09-04
624,2023-09-03,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,354,megawatthours,2023-09-03
625,2023-09-03,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1520,megawatthours,2023-09-03
626,2023-09-03,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,18039,megawatthours,2023-09-03
627,2023-09-03,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,20626,megawatthours,2023-09-03
628,2023-09-02,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,18331,megawatthours,2023-09-02
629,2023-09-02,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,361,megawatthours,2023-09-02
630,2023-09-02,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,23902,megawatthours,2023-09-02
631,2023-09-02,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,715,megawatthours,2023-09-02
632,2023-09-01,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,23793,megawatthours,2023-09-01
633,2023-09-01,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1170,megawatthours,2023-09-01
634,2023-09-01,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,18041,megawatthours,2023-09-01
635,2023-09-01,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,346,megawatthours,2023-09-01
636,2023-08-31,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,16658,megawatthours,2023-08-31
637,2023-08-31,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,365,megawatthours,2023-08-31
638,2023-08-31,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,28957,megawatthours,2023-08-31
639,2023-08-31,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1714,megawatthours,2023-08-31
640,2023-08-30,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2093,megawatthours,2023-08-30
641,2023-08-30,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,16815,megawatthours,2023-08-30
642,2023-08-30,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,370,megawatthours,2023-08-30
643,2023-08-30,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,27688,megawatthours,2023-08-30
644,2023-08-29,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,27408,megawatthours,2023-08-29
645,2023-08-29,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2180,megawatthours,2023-08-29
646,2023-08-29,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,17259,megawatthours,2023-08-29
647,2023-08-29,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,360,megawatthours,2023-08-29
648,2023-08-28,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,29966,megawatthours,2023-08-28
649,2023-08-28,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,366,megawatthours,2023-08-28
650,2023-08-28,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2174,megawatthours,2023-08-28
651,2023-08-28,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,17997,megawatthours,2023-08-28
652,2023-08-27,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,364,megawatthours,2023-08-27
653,2023-08-27,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,18014,megawatthours,2023-08-27
654,2023-08-27,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,29319,megawatthours,2023-08-27
655,2023-08-27,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2157,megawatthours,2023-08-27
656,2023-08-26,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,18759,megawatthours,2023-08-26
657,2023-08-26,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,337,megawatthours,2023-08-26
658,2023-08-26,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,28723,megawatthours,2023-08-26
659,2023-08-26,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2279,megawatthours,2023-08-26
660,2023-08-25,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2206,megawatthours,2023-08-25
661,2023-08-25,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,381,megawatthours,2023-08-25
662,2023-08-25,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,27983,megawatthours,2023-08-25
663,2023-08-25,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,17529,megawatthours,2023-08-25
664,2023-08-24,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,378,megawatthours,2023-08-24
665,2023-08-24,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,19249,megawatthours,2023-08-24
666,2023-08-24,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,31011,megawatthours,2023-08-24
667,2023-08-24,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2158,megawatthours,2023-08-24
668,2023-08-23,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,28372,megawatthours,2023-08-23
669,2023-08-23,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,20592,megawatthours,2023-08-23
670,2023-08-23,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,367,megawatthours,2023-08-23
671,2023-08-23,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2200,megawatthours,2023-08-23
672,2023-08-22,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2062,megawatthours,2023-08-22
673,2023-08-22,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,22980,megawatthours,2023-08-22
674,2023-08-22,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,368,megawatthours,2023-08-22
675,2023-08-22,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,19565,megawatthours,2023-08-22
676,2023-08-21,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,22984,megawatthours,2023-08-21
677,2023-08-21,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1448,megawatthours,2023-08-21
678,2023-08-21,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,365,megawatthours,2023-08-21
679,2023-08-21,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,19614,megawatthours,2023-08-21
680,2023-08-20,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,20232,megawatthours,2023-08-20
681,2023-08-20,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,930,megawatthours,2023-08-20
682,2023-08-20,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,29995,megawatthours,2023-08-20
683,2023-08-20,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,361,megawatthours,2023-08-20
684,2023-08-19,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,27495,megawatthours,2023-08-19
685,2023-08-19,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2110,megawatthours,2023-08-19
686,2023-08-19,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,367,megawatthours,2023-08-19
687,2023-08-19,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,19058,megawatthours,2023-08-19
688,2023-08-18,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2123,megawatthours,2023-08-18
689,2023-08-18,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,26954,megawatthours,2023-08-18
