,period,respondent,respondent-name,fueltype,type-name,timezone,timezone-description,Generation (MWh),value-units,timestamp
1152,2023-04-24,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,310,megawatthours,2023-04-24
1153,2023-04-24,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,11285,megawatthours,2023-04-24
1154,2023-04-24,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2455,megawatthours,2023-04-24
1155,2023-04-24,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,23395,megawatthours,2023-04-24
1156,2023-04-23,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,293,megawatthours,2023-04-23
1157,2023-04-23,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,17637,megawatthours,2023-04-23
1158,2023-04-23,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,10303,megawatthours,2023-04-23
1159,2023-04-23,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2449,megawatthours,2023-04-23
1160,2023-04-22,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,17046,megawatthours,2023-04-22
1161,2023-04-22,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,308,megawatthours,2023-04-22
1162,2023-04-22,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2314,megawatthours,2023-04-22
1163,2023-04-22,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,8144,megawatthours,2023-04-22
1164,2023-04-21,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2317,megawatthours,2023-04-21
1165,2023-04-21,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,16659,megawatthours,2023-04-21
1166,2023-04-21,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,305,megawatthours,2023-04-21
1167,2023-04-21,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,8006,megawatthours,2023-04-21
1168,2023-04-20,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,15752,megawatthours,2023-04-20
1169,2023-04-20,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,6898,megawatthours,2023-04-20
1170,2023-04-20,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2544,megawatthours,2023-04-20
1171,2023-04-20,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,306,megawatthours,2023-04-20
1172,2023-04-19,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,4761,megawatthours,2023-04-19
1173,2023-04-19,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2597,megawatthours,2023-04-19
1174,2023-04-19,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,13032,megawatthours,2023-04-19
1175,2023-04-19,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,307,megawatthours,2023-04-19
1176,2023-04-18,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,274,megawatthours,2023-04-18
1177,2023-04-18,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2418,megawatthours,2023-04-18
1178,2023-04-18,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,4602,megawatthours,2023-04-18
1179,2023-04-18,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,14865,megawatthours,2023-04-18
1180,2023-04-17,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,311,megawatthours,2023-04-17
1181,2023-04-17,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1700,megawatthours,2023-04-17
1182,2023-04-17,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,5353,megawatthours,2023-04-17
1183,2023-04-17,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,16056,megawatthours,2023-04-17
1184,2023-04-16,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,17729,megawatthours,2023-04-16
1185,2023-04-16,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,4435,megawatthours,2023-04-16
1186,2023-04-16,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2600,megawatthours,2023-04-16
1187,2023-04-16,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,308,megawatthours,2023-04-16
1188,2023-04-15,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2501,megawatthours,2023-04-15
1189,2023-04-15,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,4912,megawatthours,2023-04-15
1190,2023-04-15,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,304,megawatthours,2023-04-15
1191,2023-04-15,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,18149,megawatthours,2023-04-15
1192,2023-04-14,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,4679,megawatthours,2023-04-14
1193,2023-04-14,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,309,megawatthours,2023-04-14
1194,2023-04-14,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,19365,megawatthours,2023-04-14
1195,2023-04-14,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2483,megawatthours,2023-04-14
1196,2023-04-13,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,3604,megawatthours,2023-04-13
1197,2023-04-13,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,19921,megawatthours,2023-04-13
1198,2023-04-13,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,306,megawatthours,2023-04-13
1199,2023-04-13,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2606,megawatthours,2023-04-13
1200,2023-04-12,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,18805,megawatthours,2023-04-12
1201,2023-04-12,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2211,megawatthours,2023-04-12
1202,2023-04-12,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,313,megawatthours,2023-04-12
1203,2023-04-12,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,3450,megawatthours,2023-04-12
1204,2023-04-11,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2000,megawatthours,2023-04-11
1205,2023-04-11,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,18796,megawatthours,2023-04-11
1206,2023-04-11,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,3297,megawatthours,2023-04-11
1207,2023-04-11,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,310,megawatthours,2023-04-11
1208,2023-04-10,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,6544,megawatthours,2023-04-10
1209,2023-04-10,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2392,megawatthours,2023-04-10
1210,2023-04-10,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,20896,megawatthours,2023-04-10
1211,2023-04-10,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,310,megawatthours,2023-04-10
1212,2023-04-09,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2430,megawatthours,2023-04-09
1213,2023-04-09,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,6317,megawatthours,2023-04-09
1214,2023-04-09,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,300,megawatthours,2023-04-09
1215,2023-04-09,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,19614,megawatthours,2023-04-09
1216,2023-04-08,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,19061,megawatthours,2023-04-08
1217,2023-04-08,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,5897,megawatthours,2023-04-08
1218,2023-04-08,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,309,megawatthours,2023-04-08
1219,2023-04-08,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2286,megawatthours,2023-04-08
1220,2023-04-07,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,311,megawatthours,2023-04-07
1221,2023-04-07,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,18791,megawatthours,2023-04-07
1222,2023-04-07,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,7698,megawatthours,2023-04-07
1223,2023-04-07,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,990,megawatthours,2023-04-07
1224,2023-04-06,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,19022,megawatthours,2023-04-06
1225,2023-04-06,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,312,megawatthours,2023-04-06
1226,2023-04-06,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1973,megawatthours,2023-04-06
1227,2023-04-06,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,20489,megawatthours,2023-04-06
1228,2023-04-05,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,19351,megawatthours,2023-04-05
1229,2023-04-05,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2378,megawatthours,2023-04-05
1230,2023-04-05,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,19465,megawatthours,2023-04-05
1231,2023-04-05,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,301,megawatthours,2023-04-05
1232,2023-04-04,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,18671,megawatthours,2023-04-04
1233,2023-04-04,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,18206,megawatthours,2023-04-04
1234,2023-04-04,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,268,megawatthours,2023-04-04
1235,2023-04-04,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2499,megawatthours,2023-04-04
1236,2023-04-03,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,18315,megawatthours,2023-04-03
1237,2023-04-03,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,291,megawatthours,2023-04-03
1238,2023-04-03,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2500,megawatthours,2023-04-03
1239,2023-04-03,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,16535,megawatthours,2023-04-03
1240,2023-04-02,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,13996,megawatthours,2023-04-02
1241,2023-04-02,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,16585,megawatthours,2023-04-02
1242,2023-04-02,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2082,megawatthours,2023-04-02
1243,2023-04-02,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,287,megawatthours,2023-04-02
1244,2023-04-01,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,291,megawatthours,2023-04-01
1245,2023-04-01,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,14437,megawatthours,2023-04-01
1246,2023-04-01,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2336,megawatthours,2023-04-01
1247,2023-04-01,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,13518,megawatthours,2023-04-01
1248,2023-03-31,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,14829,megawatthours,2023-03-31
1249,2023-03-31,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2106,megawatthours,2023-03-31
1250,2023-03-31,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,307,megawatthours,2023-03-31
1251,2023-03-31,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,17553,megawatthours,2023-03-31
1252,2023-03-30,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1785,megawatthours,2023-03-30
1253,2023-03-30,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,311,megawatthours,2023-03-30
1254,2023-03-30,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,18430,megawatthours,2023-03-30
1255,2023-03-30,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,15980,megawatthours,2023-03-30
1256,2023-03-29,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,16451,megawatthours,2023-03-29
1257,2023-03-29,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,305,megawatthours,2023-03-29
1258,2023-03-29,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,20817,megawatthours,2023-03-29
1259,2023-03-29,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,688,megawatthours,2023-03-29
1260,2023-03-28,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,306,megawatthours,2023-03-28
1261,2023-03-28,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,20710,megawatthours,2023-03-28
1262,2023-03-28,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,17081,megawatthours,2023-03-28
1263,2023-03-28,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,194,megawatthours,2023-03-28
1264,2023-03-27,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,16847,megawatthours,2023-03-27
1265,2023-03-27,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,304,megawatthours,2023-03-27
1266,2023-03-27,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,14324,megawatthours,2023-03-27
1267,2023-03-27,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2300,megawatthours,2023-03-27
1268,2023-03-26,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,299,megawatthours,2023-03-26
1269,2023-03-26,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,14482,megawatthours,2023-03-26
1270,2023-03-26,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2353,megawatthours,2023-03-26
1271,2023-03-26,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,15778,megawatthours,2023-03-26
1272,2023-03-25,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,309,megawatthours,2023-03-25
1273,2023-03-25,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2395,megawatthours,2023-03-25
1274,2023-03-25,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,13376,megawatthours,2023-03-25
1275,2023-03-25,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,14754,megawatthours,2023-03-25
1276,2023-03-24,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,304,megawatthours,2023-03-24
1277,2023-03-24,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,16542,megawatthours,2023-03-24
1278,2023-03-24,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2272,megawatthours,2023-03-24
1279,2023-03-24,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,14570,megawatthours,2023-03-24
1280,2023-03-23,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1502,megawatthours,2023-03-23
1281,2023-03-23,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,16811,megawatthours,2023-03-23
1282,2023-03-23,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,310,megawatthours,2023-03-23
1283,2023-03-23,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,19656,megawatthours,2023-03-23
1284,2023-03-22,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,22495,megawatthours,2023-03-22
1285,2023-03-22,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,992,megawatthours,2023-03-22
1286,2023-03-22,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,16573,megawatthours,2023-03-22
1287,2023-03-22,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,311,megawatthours,2023-03-22
1288,2023-03-21,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,318,megawatthours,2023-03-21
1289,2023-03-21,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,21432,megawatthours,2023-03-21
1290,2023-03-21,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,503,megawatthours,2023-03-21
1291,2023-03-21,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,17655,megawatthours,2023-03-21
1292,2023-03-20,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1731,megawatthours,2023-03-20
1293,2023-03-20,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,365,megawatthours,2023-03-20
1294,2023-03-20,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,20875,megawatthours,2023-03-20
1295,2023-03-20,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,16898,megawatthours,2023-03-20
1296,2023-03-19,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,19643,megawatthours,2023-03-19
1297,2023-03-19,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,367,megawatthours,2023-03-19
1298,2023-03-19,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,21009,megawatthours,2023-03-19
1299,2023-03-19,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,411,megawatthours,2023-03-19
1300,2023-03-18,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,21337,megawatthours,2023-03-18
1301,2023-03-18,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1324,megawatthours,2023-03-18
1302,2023-03-18,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,373,megawatthours,2023-03-18
1303,2023-03-18,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,18136,megawatthours,2023-03-18
1304,2023-03-17,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,19316,megawatthours,2023-03-17
1305,2023-03-17,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,22321,megawatthours,2023-03-17
1306,2023-03-17,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1957,megawatthours,2023-03-17
1307,2023-03-17,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,373,megawatthours,2023-03-17
1308,2023-03-16,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,367,megawatthours,2023-03-16
1309,2023-03-16,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2051,megawatthours,2023-03-16
1310,2023-03-16,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,20630,megawatthours,2023-03-16
1311,2023-03-16,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,18089,megawatthours,2023-03-16
1312,2023-03-15,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1587,megawatthours,2023-03-15
1313,2023-03-15,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,370,megawatthours,2023-03-15
1314,2023-03-15,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,16590,megawatthours,2023-03-15
1315,2023-03-15,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,21032,megawatthours,2023-03-15
1316,2023-03-14,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,622,megawatthours,2023-03-14
1317,2023-03-14,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,25760,megawatthours,2023-03-14
1318,2023-03-14,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,17051,megawatthours,2023-03-14
1319,2023-03-14,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,373,megawatthours,2023-03-14
1320,2023-03-13,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,22305,megawatthours,2023-03-13
1321,2023-03-13,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1247,megawatthours,2023-03-13
1322,2023-03-13,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,17664,megawatthours,2023-03-13
1323,2023-03-13,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,331,megawatthours,2023-03-13
1324,2023-03-12,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,24536,megawatthours,2023-03-12
1325,2023-03-12,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,288,megawatthours,2023-03-12
1326,2023-03-12,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,589,megawatthours,2023-03-12
1327,2023-03-12,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,16759,megawatthours,2023-03-12
1328,2023-03-11,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,642,megawatthours,2023-03-11
1329,2023-03-11,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,21685,megawatthours,2023-03-11
1330,2023-03-11,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,18844,megawatthours,2023-03-11
1331,2023-03-11,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,303,megawatthours,2023-03-11
1332,2023-03-10,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,937,megawatthours,2023-03-10
1333,2023-03-10,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,297,megawatthours,2023-03-10
1334,2023-03-10,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,23191,megawatthours,2023-03-10
1335,2023-03-10,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,17582,megawatthours,2023-03-10
1336,2023-03-09,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,30661,megawatthours,2023-03-09
1337,2023-03-09,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,16200,megawatthours,2023-03-09
1338,2023-03-09,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,305,megawatthours,2023-03-09
1339,2023-03-09,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,363,megawatthours,2023-03-09
1340,2023-03-08,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,27652,megawatthours,2023-03-08
1341,2023-03-08,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1506,megawatthours,2023-03-08
1342,2023-03-08,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,14931,megawatthours,2023-03-08
1343,2023-03-08,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,308,megawatthours,2023-03-08
1344,2023-03-07,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,30180,megawatthours,2023-03-07
1345,2023-03-07,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,14099,megawatthours,2023-03-07
1346,2023-03-07,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1652,megawatthours,2023-03-07
1347,2023-03-07,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,302,megawatthours,2023-03-07
1348,2023-03-06,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,14606,megawatthours,2023-03-06
1349,2023-03-06,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,30194,megawatthours,2023-03-06
1350,2023-03-06,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1284,megawatthours,2023-03-06
1351,2023-03-06,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,307,megawatthours,2023-03-06
1352,2023-03-05,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,29294,megawatthours,2023-03-05
1353,2023-03-05,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,304,megawatthours,2023-03-05
1354,2023-03-05,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,12978,megawatthours,2023-03-05
1355,2023-03-05,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1530,megawatthours,2023-03-05
1356,2023-03-04,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,309,megawatthours,2023-03-04
1357,2023-03-04,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,26202,megawatthours,2023-03-04
1358,2023-03-04,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1008,megawatthours,2023-03-04
1359,2023-03-04,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,13103,megawatthours,2023-03-04
1360,2023-03-03,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1662,megawatthours,2023-03-03
1361,2023-03-03,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,26627,megawatthours,2023-03-03
1362,2023-03-03,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,308,megawatthours,2023-03-03
1363,2023-03-03,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,13406,megawatthours,2023-03-03
1364,2023-03-02,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,13464,megawatthours,2023-03-02
1365,2023-03-02,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1838,megawatthours,2023-03-02
1366,2023-03-02,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,309,megawatthours,2023-03-02
1367,2023-03-02,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,27013,megawatthours,2023-03-02
1368,2023-03-01,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1987,megawatthours,2023-03-01
1369,2023-03-01,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,9716,megawatthours,2023-03-01
1370,2023-03-01,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,32678,megawatthours,2023-03-01
1371,2023-03-01,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,304,megawatthours,2023-03-01
1372,2023-02-28,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,14442,megawatthours,2023-02-28
1373,2023-02-28,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,335,megawatthours,2023-02-28
1374,2023-02-28,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,310,megawatthours,2023-02-28
1375,2023-02-28,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,25902,megawatthours,2023-02-28
1376,2023-02-27,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,400,megawatthours,2023-02-27
1377,2023-02-27,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,20537,megawatthours,2023-02-27
1378,2023-02-27,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,313,megawatthours,2023-02-27
1379,2023-02-27,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,14218,megawatthours,2023-02-27
